image,ground_truth,bbox,predicted_class,confidence
1045.jpg,scooter,"{'xmin': 834, 'ymin': 406, 'xmax': 978, 'ymax': 599, 'class': 'scooter', 'class_id': 6}",,
1046.jpg,car,"{'xmin': 627, 'ymin': 599, 'xmax': 945, 'ymax': 751, 'class': 'car', 'class_id': 0}",,
1046.jpg,scooter,"{'xmin': 875, 'ymin': 606, 'xmax': 1038, 'ymax': 758, 'class': 'scooter', 'class_id': 6}",,
1046.jpg,car,"{'xmin': 252, 'ymin': 605, 'xmax': 618, 'ymax': 734, 'class': 'car', 'class_id': 0}",,
1046.jpg,car,"{'xmin': 1150, 'ymin': 553, 'xmax': 1520, 'ymax': 687, 'class': 'car', 'class_id': 0}",,
1046.jpg,scooter,"{'xmin': 1131, 'ymin': 605, 'xmax': 1348, 'ymax': 758, 'class': 'scooter', 'class_id': 6}",,
1046.jpg,motorcycle,"{'xmin': 678, 'ymin': 629, 'xmax': 877, 'ymax': 778, 'class': 'motorcycle', 'class_id': 4}",,
1047.jpg,car,"{'xmin': 413, 'ymin': 652, 'xmax': 661, 'ymax': 814, 'class': 'car', 'class_id': 0}",,
1047.jpg,scooter,"{'xmin': 734, 'ymin': 676, 'xmax': 817, 'ymax': 787, 'class': 'scooter', 'class_id': 6}",,
1049.jpg,car,"{'xmin': 299, 'ymin': 574, 'xmax': 662, 'ymax': 739, 'class': 'car', 'class_id': 0}",,
1049.jpg,scooter,"{'xmin': 817, 'ymin': 612, 'xmax': 957, 'ymax': 717, 'class': 'scooter', 'class_id': 6}",,
1049.jpg,car,"{'xmin': 1438, 'ymin': 604, 'xmax': 1645, 'ymax': 691, 'class': 'car', 'class_id': 0}",,
1049.jpg,scooter,"{'xmin': 1551, 'ymin': 726, 'xmax': 1795, 'ymax': 1059, 'class': 'scooter', 'class_id': 6}",,
1049.jpg,scooter,"{'xmin': 1187, 'ymin': 621, 'xmax': 1333, 'ymax': 732, 'class': 'scooter', 'class_id': 6}",,
105.jpg,motorcycle,"{'xmin': 795, 'ymin': 627, 'xmax': 927, 'ymax': 843, 'class': 'motorcycle', 'class_id': 4}",,
105.jpg,motorcycle,"{'xmin': 991, 'ymin': 682, 'xmax': 1172, 'ymax': 978, 'class': 'motorcycle', 'class_id': 4}",,
105.jpg,scooter,"{'xmin': 1198, 'ymin': 607, 'xmax': 1299, 'ymax': 764, 'class': 'scooter', 'class_id': 6}",,
105.jpg,motorcycle,"{'xmin': 565, 'ymin': 654, 'xmax': 737, 'ymax': 945, 'class': 'motorcycle', 'class_id': 4}",,
105.jpg,bus,"{'xmin': 1, 'ymin': 259, 'xmax': 692, 'ymax': 829, 'class': 'bus', 'class_id': 2}",,
1052.jpg,motorcycle,"{'xmin': 610, 'ymin': 375, 'xmax': 678, 'ymax': 497, 'class': 'motorcycle', 'class_id': 4}",,
1052.jpg,truck,"{'xmin': 30, 'ymin': 284, 'xmax': 479, 'ymax': 614, 'class': 'truck', 'class_id': 1}",,
1052.jpg,scooter,"{'xmin': 714, 'ymin': 426, 'xmax': 831, 'ymax': 590, 'class': 'scooter', 'class_id': 6}",,
1052.jpg,scooter,"{'xmin': 813, 'ymin': 380, 'xmax': 905, 'ymax': 505, 'class': 'scooter', 'class_id': 6}",,
1053.jpg,car,"{'xmin': 863, 'ymin': 497, 'xmax': 1050, 'ymax': 642, 'class': 'car', 'class_id': 0}",,
1053.jpg,truck,"{'xmin': 1084, 'ymin': 378, 'xmax': 1467, 'ymax': 706, 'class': 'truck', 'class_id': 1}",,
1053.jpg,truck,"{'xmin': 1321, 'ymin': 65, 'xmax': 1920, 'ymax': 1079, 'class': 'truck', 'class_id': 1}",,
1053.jpg,motorcycle,"{'xmin': 1252, 'ymin': 664, 'xmax': 1733, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
1054.jpg,truck,"{'xmin': 0, 'ymin': 362, 'xmax': 753, 'ymax': 1080, 'class': 'truck', 'class_id': 1}",,
1054.jpg,car,"{'xmin': 944, 'ymin': 695, 'xmax': 999, 'ymax': 741, 'class': 'car', 'class_id': 0}",,
1054.jpg,car,"{'xmin': 855, 'ymin': 699, 'xmax': 915, 'ymax': 747, 'class': 'car', 'class_id': 0}",,
1055.jpg,truck,"{'xmin': 1743, 'ymin': 243, 'xmax': 1920, 'ymax': 987, 'class': 'truck', 'class_id': 1}",,
1055.jpg,car,"{'xmin': 1036, 'ymin': 571, 'xmax': 1206, 'ymax': 720, 'class': 'car', 'class_id': 0}",,
1058.jpg,car,"{'xmin': 1494, 'ymin': 494, 'xmax': 1673, 'ymax': 617, 'class': 'car', 'class_id': 0}",,
1058.jpg,motorcycle,"{'xmin': 794, 'ymin': 492, 'xmax': 855, 'ymax': 587, 'class': 'motorcycle', 'class_id': 4}",,
1058.jpg,car,"{'xmin': 1416, 'ymin': 500, 'xmax': 1643, 'ymax': 646, 'class': 'car', 'class_id': 0}",,
1058.jpg,motorcycle,"{'xmin': 1000, 'ymin': 499, 'xmax': 1094, 'ymax': 656, 'class': 'motorcycle', 'class_id': 4}",,
1058.jpg,motorcycle,"{'xmin': 1692, 'ymin': 525, 'xmax': 1772, 'ymax': 638, 'class': 'motorcycle', 'class_id': 4}",,
1059.jpg,scooter,"{'xmin': 1315, 'ymin': 614, 'xmax': 1395, 'ymax': 714, 'class': 'scooter', 'class_id': 6}",,
1059.jpg,car,"{'xmin': 995, 'ymin': 562, 'xmax': 1093, 'ymax': 682, 'class': 'car', 'class_id': 0}",,
1060.jpg,car,"{'xmin': 0, 'ymin': 487, 'xmax': 365, 'ymax': 727, 'class': 'car', 'class_id': 0}",,
1060.jpg,car,"{'xmin': 525, 'ymin': 532, 'xmax': 671, 'ymax': 627, 'class': 'car', 'class_id': 0}",,
1060.jpg,motorcycle,"{'xmin': 1527, 'ymin': 708, 'xmax': 1887, 'ymax': 1038, 'class': 'motorcycle', 'class_id': 4}",,
1060.jpg,motorcycle,"{'xmin': 830, 'ymin': 634, 'xmax': 915, 'ymax': 781, 'class': 'motorcycle', 'class_id': 4}",,
1060.jpg,car,"{'xmin': 290, 'ymin': 501, 'xmax': 563, 'ymax': 664, 'class': 'car', 'class_id': 0}",,
1060.jpg,motorcycle,"{'xmin': 1305, 'ymin': 601, 'xmax': 1386, 'ymax': 718, 'class': 'motorcycle', 'class_id': 4}",,
1061.jpg,scooter,"{'xmin': 1089, 'ymin': 598, 'xmax': 1130, 'ymax': 657, 'class': 'scooter', 'class_id': 6}",,
1061.jpg,scooter,"{'xmin': 1020, 'ymin': 587, 'xmax': 1055, 'ymax': 648, 'class': 'scooter', 'class_id': 6}",,
1061.jpg,motorcycle,"{'xmin': 348, 'ymin': 580, 'xmax': 503, 'ymax': 697, 'class': 'motorcycle', 'class_id': 4}",,
1061.jpg,motorcycle,"{'xmin': 1693, 'ymin': 579, 'xmax': 1895, 'ymax': 719, 'class': 'motorcycle', 'class_id': 4}",,
1061.jpg,mini-bus,"{'xmin': 882, 'ymin': 538, 'xmax': 963, 'ymax': 639, 'class': 'mini-bus', 'class_id': 3}",,
1061.jpg,scooter,"{'xmin': 433, 'ymin': 588, 'xmax': 560, 'ymax': 688, 'class': 'scooter', 'class_id': 6}",,
1061.jpg,bus,"{'xmin': 953, 'ymin': 527, 'xmax': 1016, 'ymax': 602, 'class': 'bus', 'class_id': 2}",,
1062.jpg,car,"{'xmin': 1052, 'ymin': 512, 'xmax': 1865, 'ymax': 1031, 'class': 'car', 'class_id': 0}",,
1062.jpg,car,"{'xmin': 320, 'ymin': 489, 'xmax': 1047, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
1062.jpg,autorickshaw,"{'xmin': 986, 'ymin': 465, 'xmax': 1164, 'ymax': 686, 'class': 'autorickshaw', 'class_id': 5}",,
1062.jpg,autorickshaw,"{'xmin': 1, 'ymin': 472, 'xmax': 226, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
1062.jpg,motorcycle,"{'xmin': 1807, 'ymin': 962, 'xmax': 1920, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
1064.jpg,truck,"{'xmin': 532, 'ymin': 244, 'xmax': 916, 'ymax': 818, 'class': 'truck', 'class_id': 1}",,
1064.jpg,car,"{'xmin': 1008, 'ymin': 464, 'xmax': 1065, 'ymax': 508, 'class': 'car', 'class_id': 0}",,
1064.jpg,car,"{'xmin': 910, 'ymin': 466, 'xmax': 979, 'ymax': 520, 'class': 'car', 'class_id': 0}",,
1065.jpg,motorcycle,"{'xmin': 1557, 'ymin': 662, 'xmax': 1735, 'ymax': 824, 'class': 'motorcycle', 'class_id': 4}",,
1065.jpg,scooter,"{'xmin': 1271, 'ymin': 659, 'xmax': 1399, 'ymax': 823, 'class': 'scooter', 'class_id': 6}",,
1067.jpg,car,"{'xmin': 1715, 'ymin': 536, 'xmax': 1881, 'ymax': 637, 'class': 'car', 'class_id': 0}",,
1068.jpg,motorcycle,"{'xmin': 1355, 'ymin': 617, 'xmax': 1443, 'ymax': 734, 'class': 'motorcycle', 'class_id': 4}",,
1068.jpg,scooter,"{'xmin': 59, 'ymin': 652, 'xmax': 246, 'ymax': 806, 'class': 'scooter', 'class_id': 6}",,
1068.jpg,autorickshaw,"{'xmin': 218, 'ymin': 538, 'xmax': 812, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
1068.jpg,autorickshaw,"{'xmin': 1499, 'ymin': 553, 'xmax': 1918, 'ymax': 1079, 'class': 'autorickshaw', 'class_id': 5}",,
1068.jpg,scooter,"{'xmin': 1211, 'ymin': 617, 'xmax': 1279, 'ymax': 726, 'class': 'scooter', 'class_id': 6}",,
1069.jpg,scooter,"{'xmin': 1168, 'ymin': 665, 'xmax': 1411, 'ymax': 1016, 'class': 'scooter', 'class_id': 6}",,
1069.jpg,car,"{'xmin': 579, 'ymin': 559, 'xmax': 989, 'ymax': 919, 'class': 'car', 'class_id': 0}",,
107.jpg,motorcycle,"{'xmin': 795, 'ymin': 649, 'xmax': 877, 'ymax': 775, 'class': 'motorcycle', 'class_id': 4}",,
107.jpg,car,"{'xmin': 92, 'ymin': 578, 'xmax': 189, 'ymax': 640, 'class': 'car', 'class_id': 0}",,
107.jpg,truck,"{'xmin': 168, 'ymin': 559, 'xmax': 288, 'ymax': 632, 'class': 'truck', 'class_id': 1}",,
107.jpg,car,"{'xmin': 609, 'ymin': 591, 'xmax': 725, 'ymax': 667, 'class': 'car', 'class_id': 0}",,
1070.jpg,car,"{'xmin': 1030, 'ymin': 595, 'xmax': 1711, 'ymax': 1078, 'class': 'car', 'class_id': 0}",,
1070.jpg,bus,"{'xmin': 960, 'ymin': 469, 'xmax': 1121, 'ymax': 592, 'class': 'bus', 'class_id': 2}",,
1070.jpg,car,"{'xmin': 897, 'ymin': 572, 'xmax': 1106, 'ymax': 769, 'class': 'car', 'class_id': 0}",,
1071.jpg,motorcycle,"{'xmin': 75, 'ymin': 390, 'xmax': 193, 'ymax': 531, 'class': 'motorcycle', 'class_id': 4}",,
1071.jpg,truck,"{'xmin': 941, 'ymin': 317, 'xmax': 1280, 'ymax': 649, 'class': 'truck', 'class_id': 1}",,
1071.jpg,car,"{'xmin': 552, 'ymin': 353, 'xmax': 671, 'ymax': 443, 'class': 'car', 'class_id': 0}",,
1071.jpg,car,"{'xmin': 358, 'ymin': 370, 'xmax': 690, 'ymax': 677, 'class': 'car', 'class_id': 0}",,
1073.jpg,scooter,"{'xmin': 1015, 'ymin': 661, 'xmax': 1071, 'ymax': 744, 'class': 'scooter', 'class_id': 6}",,
1073.jpg,car,"{'xmin': 924, 'ymin': 612, 'xmax': 991, 'ymax': 673, 'class': 'car', 'class_id': 0}",,
1073.jpg,scooter,"{'xmin': 671, 'ymin': 670, 'xmax': 731, 'ymax': 743, 'class': 'scooter', 'class_id': 6}",,
1073.jpg,car,"{'xmin': 1339, 'ymin': 620, 'xmax': 1558, 'ymax': 779, 'class': 'car', 'class_id': 0}",,
1073.jpg,scooter,"{'xmin': 1440, 'ymin': 679, 'xmax': 1541, 'ymax': 786, 'class': 'scooter', 'class_id': 6}",,
1073.jpg,motorcycle,"{'xmin': 105, 'ymin': 719, 'xmax': 299, 'ymax': 911, 'class': 'motorcycle', 'class_id': 4}",,
1073.jpg,motorcycle,"{'xmin': 1642, 'ymin': 694, 'xmax': 1807, 'ymax': 865, 'class': 'motorcycle', 'class_id': 4}",,
1073.jpg,car,"{'xmin': 740, 'ymin': 631, 'xmax': 915, 'ymax': 763, 'class': 'car', 'class_id': 0}",,
1073.jpg,scooter,"{'xmin': 426, 'ymin': 686, 'xmax': 566, 'ymax': 879, 'class': 'scooter', 'class_id': 6}",,
1073.jpg,car,"{'xmin': 1030, 'ymin': 609, 'xmax': 1120, 'ymax': 707, 'class': 'car', 'class_id': 0}",,
1074.jpg,motorcycle,"{'xmin': 893, 'ymin': 615, 'xmax': 999, 'ymax': 790, 'class': 'motorcycle', 'class_id': 4}",,
1074.jpg,motorcycle,"{'xmin': 1202, 'ymin': 608, 'xmax': 1287, 'ymax': 713, 'class': 'motorcycle', 'class_id': 4}",,
1075.jpg,scooter,"{'xmin': 99, 'ymin': 685, 'xmax': 246, 'ymax': 841, 'class': 'scooter', 'class_id': 6}",,
1075.jpg,car,"{'xmin': 909, 'ymin': 688, 'xmax': 1601, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
1075.jpg,car,"{'xmin': 1741, 'ymin': 640, 'xmax': 1920, 'ymax': 810, 'class': 'car', 'class_id': 0}",,
1076.jpg,scooter,"{'xmin': 678, 'ymin': 657, 'xmax': 792, 'ymax': 829, 'class': 'scooter', 'class_id': 6}",,
1076.jpg,truck,"{'xmin': 1260, 'ymin': 436, 'xmax': 1717, 'ymax': 916, 'class': 'truck', 'class_id': 1}",,
1076.jpg,motorcycle,"{'xmin': 1142, 'ymin': 700, 'xmax': 1357, 'ymax': 1031, 'class': 'motorcycle', 'class_id': 4}",,
1076.jpg,motorcycle,"{'xmin': 825, 'ymin': 655, 'xmax': 934, 'ymax': 838, 'class': 'motorcycle', 'class_id': 4}",,
1076.jpg,scooter,"{'xmin': 1709, 'ymin': 641, 'xmax': 1831, 'ymax': 828, 'class': 'scooter', 'class_id': 6}",,
1076.jpg,autorickshaw,"{'xmin': 974, 'ymin': 544, 'xmax': 1219, 'ymax': 879, 'class': 'autorickshaw', 'class_id': 5}",,
1077.jpg,car,"{'xmin': 1085, 'ymin': 451, 'xmax': 1565, 'ymax': 820, 'class': 'car', 'class_id': 0}",,
1077.jpg,car,"{'xmin': 1, 'ymin': 526, 'xmax': 699, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
1077.jpg,truck,"{'xmin': 1042, 'ymin': 366, 'xmax': 1229, 'ymax': 614, 'class': 'truck', 'class_id': 1}",,
1077.jpg,bus,"{'xmin': 1429, 'ymin': 338, 'xmax': 1714, 'ymax': 583, 'class': 'bus', 'class_id': 2}",,
1077.jpg,bus,"{'xmin': 1214, 'ymin': 354, 'xmax': 1481, 'ymax': 497, 'class': 'bus', 'class_id': 2}",,
1077.jpg,car,"{'xmin': 986, 'ymin': 450, 'xmax': 1004, 'ymax': 460, 'class': 'car', 'class_id': 0}",,
1077.jpg,bus,"{'xmin': 635, 'ymin': 250, 'xmax': 962, 'ymax': 625, 'class': 'bus', 'class_id': 2}",,
1079.jpg,autorickshaw,"{'xmin': 780, 'ymin': 524, 'xmax': 1177, 'ymax': 1035, 'class': 'autorickshaw', 'class_id': 5}",,
1079.jpg,scooter,"{'xmin': 607, 'ymin': 689, 'xmax': 790, 'ymax': 954, 'class': 'scooter', 'class_id': 6}",,
1079.jpg,autorickshaw,"{'xmin': 1164, 'ymin': 515, 'xmax': 1325, 'ymax': 680, 'class': 'autorickshaw', 'class_id': 5}",,
1079.jpg,autorickshaw,"{'xmin': 1514, 'ymin': 512, 'xmax': 1709, 'ymax': 699, 'class': 'autorickshaw', 'class_id': 5}",,
1079.jpg,autorickshaw,"{'xmin': 524, 'ymin': 551, 'xmax': 678, 'ymax': 759, 'class': 'autorickshaw', 'class_id': 5}",,
108.jpg,motorcycle,"{'xmin': 1086, 'ymin': 730, 'xmax': 1444, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
108.jpg,scooter,"{'xmin': 772, 'ymin': 660, 'xmax': 867, 'ymax': 774, 'class': 'scooter', 'class_id': 6}",,
108.jpg,motorcycle,"{'xmin': 660, 'ymin': 652, 'xmax': 745, 'ymax': 750, 'class': 'motorcycle', 'class_id': 4}",,
108.jpg,car,"{'xmin': 980, 'ymin': 599, 'xmax': 1204, 'ymax': 808, 'class': 'car', 'class_id': 0}",,
108.jpg,autorickshaw,"{'xmin': 1, 'ymin': 555, 'xmax': 424, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
1080.jpg,scooter,"{'xmin': 141, 'ymin': 390, 'xmax': 279, 'ymax': 473, 'class': 'scooter', 'class_id': 6}",,
1080.jpg,car,"{'xmin': 1, 'ymin': 412, 'xmax': 393, 'ymax': 720, 'class': 'car', 'class_id': 0}",,
1080.jpg,car,"{'xmin': 723, 'ymin': 316, 'xmax': 868, 'ymax': 440, 'class': 'car', 'class_id': 0}",,
1080.jpg,car,"{'xmin': 824, 'ymin': 371, 'xmax': 1280, 'ymax': 712, 'class': 'car', 'class_id': 0}",,
1080.jpg,car,"{'xmin': 281, 'ymin': 339, 'xmax': 476, 'ymax': 486, 'class': 'car', 'class_id': 0}",,
1080.jpg,car,"{'xmin': 507, 'ymin': 359, 'xmax': 770, 'ymax': 594, 'class': 'car', 'class_id': 0}",,
1081.jpg,motorcycle,"{'xmin': 859, 'ymin': 707, 'xmax': 1012, 'ymax': 935, 'class': 'motorcycle', 'class_id': 4}",,
1081.jpg,car,"{'xmin': 134, 'ymin': 668, 'xmax': 725, 'ymax': 1064, 'class': 'car', 'class_id': 0}",,
1081.jpg,scooter,"{'xmin': 1312, 'ymin': 729, 'xmax': 1519, 'ymax': 1044, 'class': 'scooter', 'class_id': 6}",,
1082.jpg,motorcycle,"{'xmin': 617, 'ymin': 662, 'xmax': 786, 'ymax': 944, 'class': 'motorcycle', 'class_id': 4}",,
1082.jpg,bus,"{'xmin': 750, 'ymin': 394, 'xmax': 1080, 'ymax': 769, 'class': 'bus', 'class_id': 2}",,
1082.jpg,mini-bus,"{'xmin': 1600, 'ymin': 452, 'xmax': 1919, 'ymax': 763, 'class': 'mini-bus', 'class_id': 3}",,
1083.jpg,bus,"{'xmin': 1255, 'ymin': 321, 'xmax': 1920, 'ymax': 775, 'class': 'bus', 'class_id': 2}",,
1083.jpg,car,"{'xmin': 556, 'ymin': 552, 'xmax': 778, 'ymax': 664, 'class': 'car', 'class_id': 0}",,
1083.jpg,autorickshaw,"{'xmin': 914, 'ymin': 540, 'xmax': 1155, 'ymax': 814, 'class': 'autorickshaw', 'class_id': 5}",,
1083.jpg,car,"{'xmin': 860, 'ymin': 556, 'xmax': 1171, 'ymax': 696, 'class': 'car', 'class_id': 0}",,
1084.jpg,scooter,"{'xmin': 1725, 'ymin': 802, 'xmax': 1919, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
1085.jpg,car,"{'xmin': 776, 'ymin': 454, 'xmax': 1015, 'ymax': 689, 'class': 'car', 'class_id': 0}",,
1085.jpg,scooter,"{'xmin': 1138, 'ymin': 499, 'xmax': 1221, 'ymax': 615, 'class': 'scooter', 'class_id': 6}",,
1085.jpg,motorcycle,"{'xmin': 1301, 'ymin': 617, 'xmax': 1593, 'ymax': 1055, 'class': 'motorcycle', 'class_id': 4}",,
1086.jpg,autorickshaw,"{'xmin': 1193, 'ymin': 551, 'xmax': 1398, 'ymax': 685, 'class': 'autorickshaw', 'class_id': 5}",,
1086.jpg,scooter,"{'xmin': 344, 'ymin': 666, 'xmax': 534, 'ymax': 948, 'class': 'scooter', 'class_id': 6}",,
1086.jpg,motorcycle,"{'xmin': 1542, 'ymin': 721, 'xmax': 1920, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
1086.jpg,scooter,"{'xmin': 133, 'ymin': 674, 'xmax': 277, 'ymax': 818, 'class': 'scooter', 'class_id': 6}",,
1086.jpg,scooter,"{'xmin': 536, 'ymin': 649, 'xmax': 728, 'ymax': 885, 'class': 'scooter', 'class_id': 6}",,
1086.jpg,autorickshaw,"{'xmin': 1696, 'ymin': 559, 'xmax': 1918, 'ymax': 767, 'class': 'autorickshaw', 'class_id': 5}",,
1086.jpg,scooter,"{'xmin': 1401, 'ymin': 627, 'xmax': 1561, 'ymax': 731, 'class': 'scooter', 'class_id': 6}",,
1086.jpg,autorickshaw,"{'xmin': 1648, 'ymin': 556, 'xmax': 1800, 'ymax': 702, 'class': 'autorickshaw', 'class_id': 5}",,
1086.jpg,motorcycle,"{'xmin': 884, 'ymin': 631, 'xmax': 961, 'ymax': 751, 'class': 'motorcycle', 'class_id': 4}",,
1087.jpg,car,"{'xmin': 705, 'ymin': 628, 'xmax': 894, 'ymax': 769, 'class': 'car', 'class_id': 0}",,
1088.jpg,car,"{'xmin': 1143, 'ymin': 484, 'xmax': 1423, 'ymax': 705, 'class': 'car', 'class_id': 0}",,
1088.jpg,car,"{'xmin': 518, 'ymin': 452, 'xmax': 769, 'ymax': 559, 'class': 'car', 'class_id': 0}",,
1088.jpg,car,"{'xmin': 912, 'ymin': 442, 'xmax': 965, 'ymax': 489, 'class': 'car', 'class_id': 0}",,
1088.jpg,scooter,"{'xmin': 508, 'ymin': 495, 'xmax': 558, 'ymax': 576, 'class': 'scooter', 'class_id': 6}",,
1088.jpg,motorcycle,"{'xmin': 1075, 'ymin': 484, 'xmax': 1122, 'ymax': 562, 'class': 'motorcycle', 'class_id': 4}",,
1088.jpg,scooter,"{'xmin': 1044, 'ymin': 481, 'xmax': 1079, 'ymax': 544, 'class': 'scooter', 'class_id': 6}",,
1088.jpg,car,"{'xmin': 987, 'ymin': 453, 'xmax': 1050, 'ymax': 505, 'class': 'car', 'class_id': 0}",,
1089.jpg,car,"{'xmin': 837, 'ymin': 455, 'xmax': 1040, 'ymax': 684, 'class': 'car', 'class_id': 0}",,
109.jpg,autorickshaw,"{'xmin': 1018, 'ymin': 583, 'xmax': 1199, 'ymax': 801, 'class': 'autorickshaw', 'class_id': 5}",,
109.jpg,motorcycle,"{'xmin': 434, 'ymin': 622, 'xmax': 543, 'ymax': 753, 'class': 'motorcycle', 'class_id': 4}",,
109.jpg,motorcycle,"{'xmin': 879, 'ymin': 702, 'xmax': 1001, 'ymax': 893, 'class': 'motorcycle', 'class_id': 4}",,
109.jpg,motorcycle,"{'xmin': 376, 'ymin': 627, 'xmax': 473, 'ymax': 758, 'class': 'motorcycle', 'class_id': 4}",,
109.jpg,scooter,"{'xmin': 313, 'ymin': 635, 'xmax': 427, 'ymax': 769, 'class': 'scooter', 'class_id': 6}",,
109.jpg,autorickshaw,"{'xmin': 1470, 'ymin': 586, 'xmax': 1715, 'ymax': 884, 'class': 'autorickshaw', 'class_id': 5}",,
109.jpg,autorickshaw,"{'xmin': 559, 'ymin': 586, 'xmax': 782, 'ymax': 763, 'class': 'autorickshaw', 'class_id': 5}",,
109.jpg,motorcycle,"{'xmin': 8, 'ymin': 659, 'xmax': 98, 'ymax': 758, 'class': 'motorcycle', 'class_id': 4}",,
109.jpg,autorickshaw,"{'xmin': 1193, 'ymin': 585, 'xmax': 1419, 'ymax': 877, 'class': 'autorickshaw', 'class_id': 5}",,
1090.jpg,autorickshaw,"{'xmin': 106, 'ymin': 326, 'xmax': 391, 'ymax': 606, 'class': 'autorickshaw', 'class_id': 5}",,
1090.jpg,car,"{'xmin': 807, 'ymin': 358, 'xmax': 963, 'ymax': 458, 'class': 'car', 'class_id': 0}",,
1090.jpg,autorickshaw,"{'xmin': 687, 'ymin': 340, 'xmax': 798, 'ymax': 465, 'class': 'autorickshaw', 'class_id': 5}",,
1090.jpg,truck,"{'xmin': 923, 'ymin': 247, 'xmax': 1280, 'ymax': 579, 'class': 'truck', 'class_id': 1}",,
1090.jpg,car,"{'xmin': 389, 'ymin': 338, 'xmax': 554, 'ymax': 466, 'class': 'car', 'class_id': 0}",,
1091.jpg,truck,"{'xmin': 838, 'ymin': 316, 'xmax': 1016, 'ymax': 599, 'class': 'truck', 'class_id': 1}",,
1091.jpg,scooter,"{'xmin': 605, 'ymin': 556, 'xmax': 841, 'ymax': 941, 'class': 'scooter', 'class_id': 6}",,
1091.jpg,autorickshaw,"{'xmin': 294, 'ymin': 423, 'xmax': 590, 'ymax': 642, 'class': 'autorickshaw', 'class_id': 5}",,
1092.jpg,autorickshaw,"{'xmin': 1385, 'ymin': 583, 'xmax': 1656, 'ymax': 871, 'class': 'autorickshaw', 'class_id': 5}",,
1092.jpg,scooter,"{'xmin': 302, 'ymin': 673, 'xmax': 729, 'ymax': 988, 'class': 'scooter', 'class_id': 6}",,
1094.jpg,motorcycle,"{'xmin': 1555, 'ymin': 832, 'xmax': 1920, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
1094.jpg,bus,"{'xmin': 1, 'ymin': 16, 'xmax': 740, 'ymax': 1080, 'class': 'bus', 'class_id': 2}",,
1094.jpg,autorickshaw,"{'xmin': 927, 'ymin': 547, 'xmax': 1437, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
1095.jpg,scooter,"{'xmin': 385, 'ymin': 621, 'xmax': 566, 'ymax': 765, 'class': 'scooter', 'class_id': 6}",,
1095.jpg,autorickshaw,"{'xmin': 1225, 'ymin': 556, 'xmax': 1774, 'ymax': 937, 'class': 'autorickshaw', 'class_id': 5}",,
1095.jpg,autorickshaw,"{'xmin': 749, 'ymin': 555, 'xmax': 959, 'ymax': 766, 'class': 'autorickshaw', 'class_id': 5}",,
1095.jpg,car,"{'xmin': 1072, 'ymin': 588, 'xmax': 1320, 'ymax': 724, 'class': 'car', 'class_id': 0}",,
1095.jpg,motorcycle,"{'xmin': 123, 'ymin': 647, 'xmax': 389, 'ymax': 807, 'class': 'motorcycle', 'class_id': 4}",,
1096.jpg,car,"{'xmin': 1163, 'ymin': 546, 'xmax': 1918, 'ymax': 1077, 'class': 'car', 'class_id': 0}",,
1096.jpg,car,"{'xmin': 972, 'ymin': 515, 'xmax': 1262, 'ymax': 762, 'class': 'car', 'class_id': 0}",,
1096.jpg,car,"{'xmin': 737, 'ymin': 489, 'xmax': 861, 'ymax': 595, 'class': 'car', 'class_id': 0}",,
1099.jpg,car,"{'xmin': 686, 'ymin': 507, 'xmax': 1390, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
1099.jpg,bus,"{'xmin': 0, 'ymin': 177, 'xmax': 287, 'ymax': 546, 'class': 'bus', 'class_id': 2}",,
1099.jpg,car,"{'xmin': 294, 'ymin': 489, 'xmax': 605, 'ymax': 775, 'class': 'car', 'class_id': 0}",,
1099.jpg,car,"{'xmin': 1, 'ymin': 447, 'xmax': 533, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
11.jpg,autorickshaw,"{'xmin': 610, 'ymin': 555, 'xmax': 1048, 'ymax': 992, 'class': 'autorickshaw', 'class_id': 5}",,
11.jpg,car,"{'xmin': 1542, 'ymin': 542, 'xmax': 1919, 'ymax': 845, 'class': 'car', 'class_id': 0}",,
11.jpg,autorickshaw,"{'xmin': 1009, 'ymin': 544, 'xmax': 1159, 'ymax': 780, 'class': 'autorickshaw', 'class_id': 5}",,
11.jpg,autorickshaw,"{'xmin': 451, 'ymin': 548, 'xmax': 689, 'ymax': 734, 'class': 'autorickshaw', 'class_id': 5}",,
11.jpg,autorickshaw,"{'xmin': 1, 'ymin': 532, 'xmax': 648, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
